#host_mono_ns,byte_offset,bytes
172127868459845,12517,42
172127869526824,12559,42
172127870615053,12601,42
172127871673543,12643,42
172127871740210,12685,42
172127872742449,12727,42
172127873817137,12769,42
172127874882918,12811,42
172127875950887,12853,42
172127877018960,12895,42
172127878087605,12937,42
172127879159220,12979,42
172127880253647,13021,42
172127880334897,13063,20
172127881302866,13083,42
172127882364845,13125,42
172127883430314,13167,42
172127884498439,13209,42
172127885569064,13251,42
172127886635366,13293,42
172127887708751,13335,42
172127888774585,13377,42
172127888845939,13419,42
172127889843230,13461,42
172127890929689,13503,42
172127892072970,13545,42
172127893134324,13587,42
172127894197501,13629,42
172127895263283,13671,42
172127896334637,13713,42
172127897405887,13755,42
172127898507501,13797,42
172127899578387,13839,42
172127900844064,13881,42
172127901786876,13923,42
172127902857710,13965,42
172127902925158,14007,42
172127903893647,14049,42
172127904958491,14091,42
172127906023699,14133,42
172127907085053,14175,42
172127908150887,14217,42
172127909212345,14259,42
172127910332866,14301,42
172127911391251,14343,42
172127912555105,14385,42
172127913533543,14427,42
172127913609533,14469,20
172127914603803,14489,42
172127915685626,14531,42
172127916750366,14573,42
172127917848335,14615,42
172127918909064,14657,42
172127919979272,14699,42
172127920161616,14741,42
172127921055314,14783,42
172127922243543,14825,42
172127923307866,14867,42
172127924359949,14909,42
172127925423126,14951,42
172127926484637,14993,42
172127927550158,15035,42
172127928722814,15077,42
172127929690314,15119,42
172127930815158,15161,42
172127931859064,15203,42
172127932934845,15245,42
172127933984012,15287,42
172127935044012,15329,42
172127935113230,15371,42
172127936102970,15413,42
172127937169324,15455,42
172127938232293,15497,42
172127939298543,15539,42
172127940488439,15581,42
172127941515678,15623,42
172127942678751,15665,42
172127943604793,15707,42
172127944675262,15749,42
172127945894585,15791,42
172127946830470,15833,42
172127946906980,15875,20
172127947910939,15895,42
172127949001303,15937,42
172127950409272,15979,42
172127951161408,16021,42
172127952204480,16063,42
172127952275001,16105,42
172127953263074,16147,42
172127954324897,16189,42
172127955390262,16231,42
172127956592918,16273,42
172127957526928,16315,42
172127958585522,16357,42
172127959650626,16399,42
172127960965418,16441,42
172127962016616,16483,42
172127963078699,16525,42
172127964141043,16567,42
172127965202293,16609,42
172127966263178,16651,42
172127966336616,16693,42
172127967327345,16735,42
172127968389897,16777,42
172127969455262,16819,42
172127970669793,16861,42
172127971613439,16903,42
172127972673803,16945,42
172127973741355,16987,42
172127974814012,17029,42
172127975883022,17071,42
172127976948491,17113,42
172127978017970,17155,42
172127979116303,17197,42
172127980203855,17239,42
172127980288803,17281,20
172127981229845,17301,42
172127982298022,17343,42
172127983362710,17385,42
172127983433178,17427,42
172127984490730,17469,42
172127985503439,17511,42
172127986570262,17553,42
172127987643439,17595,42
172127988711928,17637,42
172127989778491,17679,42
172127990856512,17721,42
172127991923126,17763,42
172127992993230,17805,42
172127994059064,17847,42
172127995127814,17889,42
172127996195157,17931,42
172127997264793,17973,42
172127998385939,18015,42
172127999405991,18057,42
172127999476876,18099,42
172128000475678,18141,42
172128001484741,18183,42
172128002542501,18225,42
172128003602085,18267,42
172128004661616,18309,42
172128005720939,18351,42
172128006779532,18393,42
172128007841460,18435,42
172128008900262,18477,42
172128009956407,18519,42
172128011028803,18561,42
172128012299585,18603,42
172128013152397,18645,42
172128014204480,18687,20
172128014263855,18707,42
172128015261199,18749,42
172128016320522,18791,42
172128017377657,18833,42
172128018435626,18875,42
172128019529376,18917,42
172128020618230,18959,42
172128020686720,19001,42
172128021798751,19043,42
172128022707293,19085,42
172128023759637,19127,42
172128024811980,19169,42
172128025863282,19211,42
172128026926928,19253,42
172128027977293,19295,42
172128029028803,19337,42
172128030193543,19379,42
172128031143022,19421,42
172128032193282,19463,42
172128033244012,19505,42
172128034297189,19547,42
172128035352501,19589,42
172128036404897,19631,42
172128037457397,19673,42
172128038511303,19715,42
172128039600418,19757,42
172128040925210,19799,42
172128041002397,19841,42
172128041726512,19883,42
172128042786980,19925,42
172128043851876,19967,42
172128044910835,20009,42
172128045977918,20051,42
172128047042189,20093,42
172128047105626,20135,20
172128048101876,20155,42
172128049160366,20197,42
172128050320522,20239,42
172128051287085,20281,42
172128052332241,20323,42
172128053386095,20365,42
172128054538907,20407,42
172128055656407,20449,42
172128056715262,20491,42
172128057769064,20533,42
172128057825574,20575,42
172128058826876,20617,42
172128059884324,20659,42
172128061018543,20701,42
172128062076772,20743,42
172128063142553,20785,42
172128064208699,20827,42
172128065343595,20869,42
172128066416095,20911,42
172128067474116,20953,42
172128068552553,20995,42
172128069615418,21037,42
172128070713178,21079,42
172128071753907,21121,42
172128072837345,21163,42
172128073892657,21205,42
172128073962189,21247,42
172128074967814,21289,42
172128076031251,21331,42
172128077097657,21373,42
172128078165939,21415,42
172128079239793,21457,42
172128080412085,21499,42
172128080498335,21541,20
172128081376876,21561,42
172128082459168,21603,42
172128083522137,21645,42
172128084584064,21687,42
172128085652241,21729,42
172128086724324,21771,42
172128087788439,21813,42
172128089053178,21855,42
172128090242501,21897,42
172128090327866,21939,42
172128091188178,21981,42
172128092252137,22023,42
172128093328439,22065,42
172128094391095,22107,42
172128095455939,22149,42
172128096530053,22191,42
172128097587553,22233,42
172128098666303,22275,42
172128099724897,22317,42
172128100811876,22359,42
172128101874376,22401,42
172128102935626,22443,42
172128104069897,22485,42
172128105139480,22527,42
172128105214897,22569,42
172128106190887,22611,42
172128107259480,22653,42
172128108328543,22695,42
172128109395939,22737,42
172128110477605,22779,42
172128111541043,22821,42
172128112607710,22863,42
172128113683335,22905,42
172128113756980,22947,20
172128114740574,22967,42
172128115808960,23009,42
172128116878907,23051,42
172128117943803,23093,42
172128119011876,23135,42
172128120426616,23177,42
172128121180157,23219,42
172128122266668,23261,42
172128122337449,23303,42
172128123349637,23345,42
172128124384949,23387,42
172128125441980,23429,42
172128126507553,23471,42
172128127579480,23513,42
172128128646980,23555,42
172128129714012,23597,42
172128130831512,23639,42
172128132013074,23681,42
172128133074220,23723,42
172128134141720,23765,42
172128135205835,23807,42
172128136277345,23849,42
172128136344324,23891,42
172128137345626,23933,42
172128138424480,23975,42
172128139481460,24017,42
172128140875157,24059,42
172128141625835,24101,42
172128142692397,24143,42
172128143763178,24185,42
172128144840418,24227,42
172128145914845,24269,42
172128146976564,24311,42
172128147045210,24353,20
172128148046147,24373,42
172128149112605,24415,42
172128150304793,24457,42
172128151256564,24499,42
172128152323491,24541,42
172128153391824,24583,42
172128153463491,24625,42
172128154458022,24667,42
172128155718699,24709,42
172128156780782,24751,42
172128157847710,24793,42
172128158918230,24835,42
172128159986303,24877,42
172128161071668,24919,42
172128162136824,24961,42
172128163205522,25003,42
172128164271980,25045,42
172128165465470,25087,42
172128166412918,25129,42
172128166481876,25171,42
172128167481303,25213,42
172128168544168,25255,42
172128169613595,25297,42
172128170690730,25339,42
172128171756824,25381,42
172128172823960,25423,42
172128173893335,25465,42
172128174972293,25507,42
172128176034845,25549,42
172128177104949,25591,42
172128178173960,25633,42
172128179373907,25675,42
172128180410053,25717,42
172128180496668,25759,20
172128181384480,25779,42
172128182452032,25821,42
172128183518543,25863,42
172128184588282,25905,42
172128184658960,25947,42
172128185652241,25989,42
172128186720678,26031,42
172128187789637,26073,42
172128189125574,26115,42
172128190359168,26157,42
172128191255157,26199,42
172128192309689,26241,42
172128193439012,26283,42
172128194450678,26325,42
172128195518439,26367,42
172128196585782,26409,42
172128197653595,26451,42
172128197721512,26493,42
172128198733803,26535,42
172128199797918,26577,42
172128200907189,26619,42
172128201964376,26661,42
172128203033803,26703,42
172128204102032,26745,42
172128205172189,26787,42
172128206237501,26829,42
172128207490939,26871,42
172128208386199,26913,42
172128209451824,26955,42
172128210528074,26997,42
172128211589480,27039,42
172128212661876,27081,42
172128213730730,27123,42
172128213798959,27165,20
172128213858334,27185,42
172128214800262,27227,42
172128215866407,27269,42
172128216931772,27311,42
172128218001512,27353,42
172128219069220,27395,42
172128220397970,27437,42
172128221264220,27479,42
172128222407397,27521,42
172128223515678,27563,42
172128224543334,27605,42
172128225608074,27647,42
172128226675262,27689,42
172128227746720,27731,42
172128228813803,27773,42
172128228881668,27815,42
172128229882293,27857,42
172128230955157,27899,42
172128232027657,27941,42
172128233091147,27983,42
172128234155209,28025,42
172128235230834,28067,42
172128236297918,28109,42
172128237366459,28151,42
172128238428751,28193,42
172128239500782,28235,42
172128240954480,28277,42
172128241649897,28319,42
172128241718751,28361,42
172128243778907,28403,42
172128244849637,28445,42
172128245929116,28487,42
172128246993751,28529,42
172128247069584,28571,20
172128247131564,28591,42
172128248057241,28633,42
172128249128126,28675,42
172128250246876,28717,42
172128251266251,28759,42
172128252329637,28801,42
172128253403855,28843,42
172128254467709,28885,42
172128255718074,28927,42
172128256779741,28969,42
172128257845314,29011,42
172128258914689,29053,42
172128259984012,29095,42
172128261066043,29137,42
172128261149949,29179,42
172128262133543,29221,42
172128263205626,29263,42
172128264266303,29305,42
172128265344168,29347,42
172128266405366,29389,42
172128267474012,29431,42
172128268541303,29473,42
172128269609741,29515,42
172128270688855,29557,42
172128271753022,29599,42
172128272824272,29641,42
172128273890418,29683,42
172128274970730,29725,42
172128276032657,29767,42
172128277104584,29809,42
172128278169793,29851,42
172128278240105,29893,42
172128279242293,29935,42
172128280408647,29977,20
172128280494845,29997,42
172128281387605,30039,42
172128282446303,30081,42
172128283513126,30123,42
172128284579949,30165,42
172128285647553,30207,42
172128286717709,30249,42
172128287784637,30291,42
172128289050105,30333,42
172128290241512,30375,42
172128291308439,30417,42
172128291382293,30459,42
172128292368595,30501,42
172128293435209,30543,42
172128294503334,30585,42
172128295571095,30627,42
172128296644376,30669,42
172128297708282,30711,42
172128298779168,30753,42
172128299844376,30795,42
172128300961876,30837,42
172128302046459,30879,42
172128303096199,30921,42
172128304156772,30963,42
172128305245001,31005,42
172128306302084,31047,42
172128306372241,31089,42
172128307386668,31131,42
172128308458334,31173,42
172128309519532,31215,42
172128310612241,31257,42
172128311673595,31299,42
172128312747084,31341,42
172128313813699,31383,42
172128313879376,31425,20
172128314882970,31445,42
172128315952970,31487,42
172128317021355,31529,42
172128318091772,31571,42
172128319171199,31613,42
172128320550418,31655,42
172128321336512,31697,42
172128321411199,31739,42
172128323461147,31781,42
172128323536616,31823,42
172128324539741,31865,42
172128325599689,31907,42
172128326670053,31949,42
172128327736043,31991,42
172128328804637,32033,42
172128329873022,32075,42
172128330946303,32117,42
172128332011616,32159,42
172128333127970,32201,42
172128334216095,32243,42
172128335267084,32285,42
172128336330887,32327,42
172128337394064,32369,42
172128338465314,32411,42
172128339538699,32453,42
172128339611876,32495,42
172128340891824,32537,42
172128341954272,32579,42
172128343017970,32621,42
172128344083387,32663,42
172128345153855,32705,42
172128346223439,32747,42
172128347379376,32789,42
172128347460053,32831,20
172128348390105,32851,42
172128349430470,32893,42
172128350509272,32935,42
172128351565626,32977,42
172128352641407,33019,42
172128352708907,33061,42
172128353707709,33103,42
172128354812814,33145,42
172128355867866,33187,42
172128356928647,33229,42
172128357996199,33271,42
172128359062970,33313,42
172128360488647,33355,42
172128361215730,33397,42
172128362260626,33439,42
172128363320991,33481,42
172128364386407,33523,42
172128365451668,33565,42
172128366508595,33607,42
172128367568907,33649,42
172128368642657,33691,42
172128369696512,33733,42
172128370836824,33775,42
172128370926928,33817,42
172128371895887,33859,42
172128372994220,33901,42
172128374014220,33943,42
172128375082293,33985,42
172128376141407,34027,42
172128377202032,34069,42
172128378264637,34111,42
172128379332345,34153,42
172128380488387,34195,42
172128380568595,34237,20
172128381467605,34257,42
172128382528126,34299,42
172128383589168,34341,42
172128384650678,34383,42
172128385713491,34425,42
172128386781043,34467,42
172128387838543,34509,42
172128387907293,34551,42
172128388927553,34593,42
172128389976668,34635,42
172128391046147,34677,42
172128392102709,34719,42
172128393164897,34761,42
172128394226407,34803,42
172128395293647,34845,42
172128396355626,34887,42
172128397417397,34929,42
172128398511876,34971,42
172128399574064,35013,42
172128401012866,35055,42
172128402072657,35097,42
172128402150470,35139,42
172128403132918,35181,42
172128404193959,35223,42
172128405256407,35265,42
172128406316668,35307,42
172128407379741,35349,42
172128408444168,35391,42
172128409504584,35433,42
172128410713178,35475,42
172128411768334,35517,42
172128412834428,35559,42
172128413894949,35601,42
172128413962553,35643,20
172128414959272,35663,42
172128415028439,35705,42
172128416021720,35747,42
172128417102605,35789,42
172128418152345,35831,42
172128419213334,35873,42
172128420478959,35915,42
172128421354793,35957,42
172128422415262,35999,42
172128423476043,36041,42
172128424552761,36083,42
172128425606407,36125,42
172128426668282,36167,42
172128427728595,36209,42
172128428794376,36251,42
172128429857032,36293,42
172128430944480,36335,42
172128431990782,36377,42
172128433047241,36419,42
172128434140991,36461,42
172128434215574,36503,42
172128435172501,36545,42
172128436247761,36587,42
172128437303907,36629,42
172128438363699,36671,42
172128439428699,36713,42
172128440546616,36755,42
172128441607136,36797,42
172128442675366,36839,42
172128443754116,36881,42
172128444827761,36923,42
172128445896928,36965,42
172128446968439,37007,42
172128447042449,37049,20
172128448042918,37069,42
172128449117345,37111,42
172128450206303,37153,42
172128450294428,37195,42
172128451279689,37237,42
172128452374636,37279,42
172128453396251,37321,42
172128454533126,37363,42
172128455531095,37405,42
172128457914793,37447,42
172128458004532,37489,42
172128458743074,37531,42
172128459793647,37573,42
172128460934480,37615,42
172128461989064,37657,42
172128463056980,37699,42
172128464124897,37741,42
172128465195886,37783,42
172128466266720,37825,42
172128467333751,37867,42
172128467405157,37909,42
172128468414168,37951,42
172128469475991,37993,42
172128470644428,38035,42
172128471748491,38077,42
172128472707657,38119,42
172128473752032,38161,42
172128474885939,38203,42
172128475890418,38245,42
172128476947241,38287,42
172128478007918,38329,42
172128479114636,38371,42
172128480438907,38413,42
172128480522605,38455,20
172128481207293,38475,42
172128481280261,38517,42
172128483319845,38559,42
172128484388491,38601,42
172128485446616,38643,42
172128485633907,38685,42
172128486524168,38727,42
172128487578595,38769,42
172128488647397,38811,42
172128489709116,38853,42
172128490812970,38895,42
172128491875574,38937,42
172128492945314,38979,42
172128494011824,39021,42
172128495080470,39063,42
172128496148022,39105,42
172128497217709,39147,42
172128498286928,39189,42
172128499357345,39231,42
172128500448855,39273,42
172128501502136,39315,42
172128501575418,39357,42
172128502580626,39399,42
172128503633334,39441,42
172128504696407,39483,42
172128505758439,39525,42
172128506820157,39567,42
172128507886407,39609,42
172128508949636,39651,42
172128510126407,39693,42
172128511090991,39735,42
172128512144324,39777,42
172128513206147,39819,42
172128514275574,39861,20
172128514348595,39881,42
172128515334532,39923,42
172128516396303,39965,42
172128517459636,40007,42
172128518519011,40049,42
172128519580261,40091,42
172128520938386,40133,42
172128521020939,40175,42
172128521991564,40217,42
172128523059584,40259,42
172128524257084,40301,42
172128525294116,40343,42
172128532068543,40385,42
172128532165366,40427,42
172128532227866,40469,42
172128532285418,40511,42
172128532342136,40553,42
172128532399949,40595,42
172128532669011,40637,42
172128533697605,40679,42
172128533769949,40721,42
172128534765574,40763,42
172128535816980,40805,42
172128536882709,40847,42
172128537940991,40889,42
172128539008334,40931,42
172128540094584,40973,42
172128541146199,41015,42
172128542237032,41057,42
172128543274428,41099,42
172128544331928,41141,42
172128545390418,41183,42
172128546454272,41225,42
172128547517605,41267,20
172128547587032,41287,42
172128548574376,41329,42
172128549637553,41371,42
172128550750834,41413,42
172128551822553,41455,42
172128551896095,41497,42
172128552872605,41539,42
172128553957293,41581,42
172128555016303,41623,42
172128556091564,41665,42
172128557157553,41707,42
172128558226303,41749,42
172128559299793,41791,42
172128560390574,41833,42
172128561442814,41875,42
172128562507136,41917,42
172128563578751,41959,42
172128564643907,42001,42
172128565725626,42043,42
172128566777970,42085,42
172128567877449,42127,42
172128568922657,42169,42
172128568989532,42211,42
172128569982970,42253,42
172128571055939,42295,42
172128572102866,42337,42
172128573173491,42379,42
172128574233126,42421,42
172128575297293,42463,42
172128576371043,42505,42
172128577433230,42547,42
172128578484428,42589,42
172128579546511,42631,42
172128580900574,42673,42
172128580979793,42715,20
172128581953334,42735,42
172128583039584,42777,42
172128583109949,42819,42
172128584084272,42861,42
172128585145991,42903,42
172128586209949,42945,42
172128587262761,42987,42
172128588333491,43029,42
172128589394480,43071,42
172128590470470,43113,42
172128591534689,43155,42
172128592587241,43197,42
172128593650261,43239,42
172128594716824,43281,42
172128595781199,43323,42
172128596838907,43365,42
172128597913595,43407,42
172128598974428,43449,42
172128600061616,43491,42
172128601129480,43533,42
172128601197241,43575,42
172128602221095,43617,42
172128603275001,43659,42
172128604355470,43701,42
172128605416928,43743,42
172128606508491,43785,42
172128607549689,43827,42
172128608664636,43869,42
172128609676511,43911,42
172128610776459,43953,42
172128611836459,43995,42
172128612903230,44037,42
172128613975053,44079,42
172128614041095,44121,20
172128615043595,44141,42
172128616109845,44183,42
172128617176876,44225,42
172128618243178,44267,42
172128618310209,44309,42
172128619314324,44351,42
172128620628647,44393,42
172128621471147,44435,42
172128622521095,44477,42
172128623587657,44519,42
172128624660209,44561,42
172128625725105,44603,42
172128626802345,44645,42
172128627848282,44687,42
172128628909376,44729,42
172128629970314,44771,42
172128631039272,44813,42
172128632091251,44855,42
172128633306147,44897,42
172128634234376,44939,42
172128635279636,44981,42
172128635349532,45023,42
172128636352605,45065,42
172128637412241,45107,42
172128638478647,45149,42
172128639543647,45191,42
172128640907866,45233,42
172128641948959,45275,42
172128643012345,45317,42
172128644077241,45359,42
172128645136668,45401,42
172128646197918,45443,42
172128647259584,45485,42
172128647328282,45527,20
172128648330834,45547,42
172128649385209,45589,42
172128649451928,45631,42
172128650459532,45673,42
172128651519272,45715,42
172128652799324,45757,42
172128653664063,45799,42
172128654758491,45841,42
172128655814741,45883,42
172128656868386,45925,42
172128657948438,45967,42
172128659015001,46009,42
172128660095157,46051,42
172128661159324,46093,42
172128662225730,46135,42
172128663316668,46177,42
172128664378491,46219,42
172128665443751,46261,42
172128666524532,46303,42
172128666626824,46345,42
172128667597345,46387,42
172128668659428,46429,42
172128669727241,46471,42
172128670812709,46513,42
172128671862657,46555,42
172128672950938,46597,42
172128674004845,46639,42
172128675074116,46681,42
172128676151147,46723,42
172128677409845,46765,42
172128678292188,46807,42
172128679354376,46849,42
172128680442605,46891,42
172128680553959,46933,20
172128681498803,46953,42
172128682559793,46995,42
172128683630938,47037,42
172128683697449,47079,42
172128684697657,47121,42
172128685774116,47163,42
172128686831511,47205,42
172128687917501,47247,42
172128688977866,47289,42
172128690057397,47331,42
172128691216355,47373,42
172128692274741,47415,42
172128693347813,47457,42
172128694448543,47499,42
172128695481928,47541,42
172128696548699,47583,42
172128697615834,47625,42
172128698685209,47667,42
172128699758959,47709,42
172128699825209,47751,42
172128700838907,47793,42
172128701932032,47835,42
172128702974845,47877,42
172128704027188,47919,42
172128705097241,47961,42
172128706149688,48003,42
172128707218543,48045,42
172128708280626,48087,42
172128709357345,48129,42
172128710424688,48171,42
172128711480834,48213,42
172128712546407,48255,42
172128713606303,48297,42
172128713674845,48339,20
172128714673022,48359,42
172128715731043,48401,42
172128716792761,48443,42
172128716896511,48485,42
172128717856876,48527,42
172128718926251,48569,42
172128719978230,48611,42
172128721068491,48653,42
172128722115574,48695,42
172128723190105,48737,42
172128724275626,48779,42
172128725318282,48821,42
172128726374897,48863,42
172128727434220,48905,42
172128728516772,48947,42
172128729571616,48989,42
172128730763751,49031,42
172128731852761,49073,42
172128732916199,49115,42
172128733050001,49157,42
172128733978647,49199,42
172128735033386,49241,42
172128736106303,49283,42
172128737173699,49325,42
172128738235834,49367,42
172128739290522,49409,42
172128740401563,49451,42
172128741457501,49493,42
172128742511095,49535,42
172128743586511,49577,42
172128744655418,49619,42
172128745760574,49661,42
172128746790834,49703,42
172128746858543,49745,20
172128747863230,49765,42
172128748929168,49807,42
172128749996251,49849,42
172128751074845,49891,42
172128751157032,49933,42
172128752137241,49975,42
172128753211355,50017,42
172128754282084,50059,42
172128755376824,50101,42
172128756432136,50143,42
172128757505470,50185,42
172128758572918,50227,42
172128759639741,50269,42
172128760730678,50311,42
172128761800001,50353,42
172128762865834,50395,42
172128763930886,50437,42
172128765001043,50479,42
172128766067761,50521,42
172128767143751,50563,42
172128767211720,50605,42
172128768200991,50647,42
172128769301772,50689,42
172128770389324,50731,42
172128771412918,50773,42
172128772497241,50815,42
172128773551668,50857,42
172128774631720,50899,42
172128775688178,50941,42
172128776761616,50983,42
172128777833595,51025,42
172128778911668,51067,42
172128779975001,51109,42
172128781047709,51151,20
172128781133126,51171,42
172128782116824,51213,42
172128783182918,51255,42
172128784251251,51297,42
172128784319376,51339,42
172128785314584,51381,42
172128786381668,51423,42
172128787454116,51465,42
172128788519324,51507,42
172128789585991,51549,42
172128790766251,51591,42
172128791823386,51633,42
172128792895678,51675,42
172128793953282,51717,42
172128795014272,51759,42
172128796076147,51801,42
172128797136511,51843,42
172128798201668,51885,42
172128799271095,51927,42
172128800560834,51969,42
172128800644428,52011,42
172128801410001,52053,42
172128802459116,52095,42
172128803527397,52137,42
