# timestamp tx ty tz
103.900000000 0.726907 0.357981 0.149409
103.933333333 0.733442 0.362832 0.149704
103.966666666 0.739685 0.367613 0.149898
104.000000000 0.745631 0.372322 0.149991
104.033333333 0.751279 0.376957 0.149983
104.066666666 0.756627 0.381519 0.149873
104.099999999 0.761672 0.386006 0.149661
104.133333333 0.766413 0.390417 0.149349
104.166666666 0.770847 0.394752 0.148936
104.200000000 0.774972 0.399009 0.148421
104.233333333 0.778788 0.403188 0.147807
104.266666666 0.782292 0.407289 0.147093
104.300000000 0.785483 0.411309 0.146279
104.333333333 0.788360 0.415249 0.145366
104.366666666 0.790921 0.419107 0.144355
104.400000000 0.793167 0.422883 0.143247
104.433333333 0.795095 0.426577 0.142042
104.466666666 0.796705 0.430186 0.140740
104.500000000 0.797996 0.433712 0.139344
104.533333333 0.798968 0.437152 0.137853
104.566666666 0.799621 0.440507 0.136269
104.600000000 0.799953 0.443775 0.134594
104.633333333 0.799966 0.446956 0.132827
104.666666666 0.799659 0.450050 0.130970
104.700000000 0.799032 0.453056 0.129025
104.733333333 0.798085 0.455973 0.126992
104.766666666 0.796819 0.458800 0.124874
104.800000000 0.795235 0.461537 0.122671
104.833333333 0.793332 0.464184 0.120386
104.866666666 0.791112 0.466741 0.118019
104.900000000 0.788575 0.469205 0.115572
104.933333333 0.785723 0.471578 0.113047
104.966666666 0.782557 0.473858 0.110446
105.000000000 0.779078 0.476045 0.107770
105.033333333 0.775287 0.478139 0.105021
105.066666666 0.771186 0.480139 0.102201
105.100000000 0.766777 0.482046 0.099312
105.133333333 0.762061 0.483857 0.096356
105.166666666 0.757040 0.485574 0.093335
105.200000000 0.751716 0.487196 0.090251
105.233333333 0.746092 0.488722 0.087106
105.266666666 0.740169 0.490153 0.083901
105.300000000 0.733950 0.491487 0.080641
105.333333333 0.727438 0.492725 0.077325
105.366666666 0.720635 0.493866 0.073958
105.400000000 0.713543 0.494911 0.070540
105.433333333 0.706166 0.495859 0.067075
105.466666666 0.698506 0.496709 0.063564
105.500000000 0.690567 0.497462 0.060010
105.533333333 0.682352 0.498118 0.056416
105.566666666 0.673864 0.498676 0.052784
105.600000000 0.665107 0.499136 0.049116
105.633333333 0.656083 0.499498 0.045415
105.666666666 0.646797 0.499763 0.041683
105.700000000 0.637252 0.499929 0.037923
105.733333333 0.627453 0.499998 0.034137
105.766666666 0.617402 0.499969 0.030328
105.800000000 0.607105 0.499841 0.026499
105.833333333 0.596564 0.499616 0.022652
105.866666666 0.585785 0.499293 0.018789
105.900000000 0.574772 0.498871 0.014914
105.933333333 0.563529 0.498352 0.011029
105.966666666 0.552060 0.497736 0.007136
106.000000000 0.540371 0.497022 0.003239
106.033333333 0.528465 0.496210 -0.000661
106.066666666 0.516348 0.495301 -0.004560
106.100000000 0.504025 0.494295 -0.008457
106.133333333 0.491499 0.493192 -0.012347
106.166666666 0.478778 0.491993 -0.016229
106.200000000 0.465865 0.490697 -0.020100
106.233333333 0.452765 0.489305 -0.023958
106.266666666 0.439484 0.487817 -0.027799
106.300000000 0.426028 0.486233 -0.031622
106.333333333 0.412401 0.484555 -0.035423
106.366666666 0.398609 0.482781 -0.039201
106.400000000 0.384658 0.480912 -0.042951
106.433333333 0.370553 0.478949 -0.046673
106.466666666 0.356300 0.476893 -0.050363
106.500000000 0.341904 0.474743 -0.054020
106.533333333 0.327371 0.472500 -0.057639
106.566666666 0.312708 0.470164 -0.061220
106.600000000 0.297919 0.467736 -0.064759
106.633333333 0.283011 0.465217 -0.068255
106.666666666 0.267991 0.462606 -0.071704
106.700000000 0.252862 0.459904 -0.075105
106.733333333 0.237633 0.457113 -0.078455
106.766666666 0.222309 0.454232 -0.081752
106.800000000 0.206895 0.451261 -0.084994
106.833333333 0.191399 0.448203 -0.088179
106.866666666 0.175827 0.445056 -0.091303
106.900000000 0.160184 0.441823 -0.094366
106.933333333 0.144477 0.438502 -0.097366
106.966666666 0.128712 0.435096 -0.100299
107.000000000 0.112896 0.431605 -0.103165
107.033333333 0.097035 0.428029 -0.105961
107.066666666 0.081134 0.424369 -0.108685
107.100000000 0.065202 0.420625 -0.111336
107.133333333 0.049243 0.416800 -0.113912
107.166666666 0.033265 0.412892 -0.116410
107.200000000 0.017273 0.408904 -0.118830
107.233333333 0.001274 0.404836 -0.121170
107.266666666 -0.014725 0.400688 -0.123427
107.300000000 -0.030718 0.396462 -0.125602
107.333333333 -0.046699 0.392158 -0.127691
107.366666666 -0.062662 0.387777 -0.129694
107.400000000 -0.078599 0.383320 -0.131609
107.433333333 -0.094505 0.378788 -0.133436
107.466666666 -0.110373 0.374182 -0.135172
107.500000000 -0.126197 0.369503 -0.136817
107.533333333 -0.141970 0.364751 -0.138369
107.566666666 -0.157687 0.359927 -0.139828
107.600000000 -0.173340 0.355033 -0.141192
107.633333333 -0.188924 0.350070 -0.142461
107.666666666 -0.204433 0.345037 -0.143634
107.700000000 -0.219860 0.339938 -0.144709
107.733333333 -0.235199 0.334771 -0.145687
107.766666666 -0.250443 0.329539 -0.146566
107.800000000 -0.265588 0.324243 -0.147346
107.833333333 -0.280627 0.318882 -0.148027
107.866666666 -0.295553 0.313460 -0.148607
107.900000000 -0.310361 0.307976 -0.149087
107.933333333 -0.325045 0.302431 -0.149466
107.966666666 -0.339598 0.296827 -0.149744
108.000000000 -0.354016 0.291165 -0.149921
108.033333333 -0.368293 0.285446 -0.149997
108.066666666 -0.382422 0.279671 -0.149971
108.100000000 -0.396398 0.273842 -0.149844
108.133333333 -0.410215 0.267958 -0.149616
108.166666666 -0.423869 0.262022 -0.149286
108.199999999 -0.437353 0.256035 -0.148855
108.233333333 -0.450662 0.249997 -0.148324
108.266666666 -0.463791 0.243911 -0.147693
108.300000000 -0.476734 0.237777 -0.146962
108.333333333 -0.489486 0.231596 -0.146131
108.366666666 -0.502043 0.225369 -0.145202
108.400000000 -0.514399 0.219099 -0.144174
108.433333333 -0.526549 0.212785 -0.143049
108.466666666 -0.538489 0.206430 -0.141828
108.500000000 -0.550213 0.200035 -0.140510
108.533333333 -0.561717 0.193600 -0.139098
108.566666666 -0.572996 0.187127 -0.137591
108.600000000 -0.584047 0.180618 -0.135992
108.633333333 -0.594863 0.174073 -0.134300
108.666666666 -0.605442 0.167494 -0.132518
108.700000000 -0.615779 0.160882 -0.130646
108.733333333 -0.625869 0.154239 -0.128686
108.766666666 -0.635709 0.147566 -0.126639
108.800000000 -0.645294 0.140863 -0.124506
108.833333333 -0.654622 0.134133 -0.122290
108.866666666 -0.663687 0.127377 -0.119990
108.900000000 -0.672488 0.120595 -0.117609
108.933333333 -0.681019 0.113790 -0.115149
108.966666666 -0.689278 0.106963 -0.112611
109.000000000 -0.697261 0.100115 -0.109997
109.033333333 -0.704965 0.093247 -0.107309
109.066666666 -0.712387 0.086361 -0.104548
109.100000000 -0.719524 0.079458 -0.101716
109.133333333 -0.726374 0.072539 -0.098816
109.166666666 -0.732933 0.065607 -0.095849
109.200000000 -0.739199 0.058661 -0.092817
109.233333333 -0.745169 0.051704 -0.089722
109.266666666 -0.750841 0.044736 -0.086566
109.300000000 -0.756212 0.037760 -0.083353
109.333333333 -0.761282 0.030777 -0.080082
109.366666666 -0.766046 0.023787 -0.076758
109.400000000 -0.770505 0.016793 -0.073382
109.433333333 -0.774655 0.009796 -0.069956
109.466666666 -0.778495 0.002796 -0.066483
109.500000000 -0.782024 -0.004204 -0.062965
109.533333333 -0.785240 -0.011203 -0.059404
109.566666666 -0.788142 -0.018200 -0.055803
109.600000000 -0.790729 -0.025193 -0.052165
109.633333333 -0.792999 -0.032181 -0.048491
109.666666666 -0.794953 -0.039164 -0.044784
109.700000000 -0.796588 -0.046138 -0.041047
109.733333333 -0.797905 -0.053103 -0.037283
109.766666666 -0.798902 -0.060058 -0.033493
109.800000000 -0.799580 -0.067002 -0.029681
109.833333333 -0.799939 -0.073932 -0.025848
109.866666666 -0.799977 -0.080847 -0.021998
109.900000000 -0.799695 -0.087747 -0.018133
109.933333333 -0.799093 -0.094629 -0.014256
109.966666666 -0.798172 -0.101493 -0.010370
110.000000000 -0.796932 -0.108338 -0.006476
110.033333333 -0.795372 -0.115160 -0.002578
110.066666666 -0.793495 -0.121961 0.001322
110.100000000 -0.791300 -0.128737 0.005221
110.133333333 -0.788789 -0.135488 0.009117
110.166666666 -0.785962 -0.142213 0.013006
110.200000000 -0.782821 -0.148910 0.016886
110.233333333 -0.779367 -0.155577 0.020755
110.266666666 -0.775601 -0.162214 0.024610
110.300000000 -0.771524 -0.168819 0.028449
110.333333333 -0.767139 -0.175392 0.032268
110.366666666 -0.762448 -0.181929 0.036065
110.400000000 -0.757451 -0.188432 0.039838
110.433333333 -0.752151 -0.194897 0.043584
110.466666666 -0.746551 -0.201324 0.047301
110.500000000 -0.740652 -0.207711 0.050986
110.533333333 -0.734456 -0.214058 0.054636
110.566666666 -0.727967 -0.220363 0.058249
110.600000000 -0.721187 -0.226625 0.061823
110.633333333 -0.714118 -0.232842 0.065355
110.666666666 -0.706764 -0.239014 0.068843
110.700000000 -0.699127 -0.245138 0.072284
110.733333333 -0.691210 -0.251215 0.075677
110.766666666 -0.683017 -0.257243 0.079018
110.800000000 -0.674550 -0.263220 0.082306
110.833333333 -0.665814 -0.269145 0.085538
110.866666666 -0.656811 -0.275018 0.088713
110.900000000 -0.647546 -0.280837 0.091827
110.933333333 -0.638022 -0.286601 0.094879
110.966666666 -0.628242 -0.292308 0.097868
111.000000000 -0.618212 -0.297959 0.100790
111.033333333 -0.607934 -0.303551 0.103644
111.066666666 -0.597412 -0.309083 0.106428
111.100000000 -0.586652 -0.314555 0.109140
111.133333333 -0.575657 -0.319965 0.111778
111.166666666 -0.564432 -0.325313 0.114341
111.200000000 -0.552981 -0.330596 0.116826
111.233333333 -0.541309 -0.335815 0.119232
111.266666666 -0.529421 -0.340968 0.121558
111.300000000 -0.517321 -0.346055 0.123802
111.333333333 -0.505013 -0.351073 0.125962
111.366666666 -0.492504 -0.356023 0.128037
111.400000000 -0.479798 -0.360903 0.130025
111.433333333 -0.466900 -0.365712 0.131925
111.466666666 -0.453815 -0.370449 0.133736
111.500000000 -0.440548 -0.375114 0.135457
111.533333333 -0.427106 -0.379706 0.137087
111.566666666 -0.413492 -0.384222 0.138623
111.600000000 -0.399714 -0.388664 0.140066
111.633333333 -0.385775 -0.393029 0.141414
111.666666666 -0.371682 -0.397318 0.142667
111.700000000 -0.357440 -0.401528 0.143823
111.733333333 -0.343055 -0.405660 0.144882
111.766666666 -0.328533 -0.409713 0.145843
111.800000000 -0.313880 -0.413685 0.146705
111.833333333 -0.299101 -0.417576 0.147468
111.866666666 -0.284203 -0.421385 0.148132
111.900000000 -0.269191 -0.425111 0.148695
111.933333333 -0.254071 -0.428754 0.149158
111.966666666 -0.238849 -0.432313 0.149520
112.000000000 -0.223532 -0.435788 0.149782
112.033333333 -0.208126 -0.439177 0.149941
112.066666666 -0.192636 -0.442480 0.150000
112.100000000 -0.177070 -0.445696 0.149957
112.133333333 -0.161432 -0.448825 0.149812
112.166666666 -0.145730 -0.451866 0.149567
112.200000000 -0.129970 -0.454818 0.149220
112.233333333 -0.114157 -0.457681 0.148773
112.266666666 -0.098299 -0.460455 0.148224
112.300000000 -0.082402 -0.463138 0.147576
112.333333333 -0.066472 -0.465730 0.146828
112.366666666 -0.050515 -0.468232 0.145981
112.400000000 -0.034538 -0.470641 0.145035
112.433333333 -0.018547 -0.472958 0.143991
112.466666666 -0.002548 -0.475183 0.142849
112.500000000 0.013451 -0.477314 0.141611
112.533333333 0.029445 -0.479352 0.140278
112.566666666 0.045427 -0.481295 0.138849
112.600000000 0.061391 -0.483145 0.137327
112.633333333 0.077331 -0.484900 0.135712
112.666666666 0.093239 -0.486559 0.134005
112.700000000 0.109111 -0.488124 0.132207
112.733333333 0.124938 -0.489593 0.130320
112.766666666 0.140716 -0.490965 0.128345
112.800000000 0.156437 -0.492242 0.126284
112.833333333 0.172096 -0.493422 0.124137
112.866666666 0.187686 -0.494505 0.121906
112.900000000 0.203201 -0.495492 0.119592
112.933333333 0.218634 -0.496381 0.117198
112.966666666 0.233981 -0.497173 0.114725
113.000000000 0.249233 -0.497868 0.112174
113.033333333 0.264386 -0.498465 0.109547
113.066666666 0.279433 -0.498964 0.106846
113.100000000 0.294368 -0.499365 0.104073
113.133333333 0.309186 -0.499669 0.101229
113.166666666 0.323880 -0.499875 0.098317
113.200000000 0.338444 -0.499982 0.095339
113.233333333 0.352873 -0.499992 0.092296
113.266666666 0.367161 -0.499904 0.089191
113.300000000 0.381302 -0.499718 0.086026
113.333333333 0.395291 -0.499433 0.082802
113.366666666 0.409121 -0.499051 0.079523
113.400000000 0.422788 -0.498571 0.076189
113.433333333 0.436285 -0.497994 0.072804
113.466666666 0.449609 -0.497319 0.069370
113.500000000 0.462752 -0.496546 0.065889
113.533333333 0.475710 -0.495676 0.062364
113.566666666 0.488478 -0.494709 0.058796
113.600000000 0.501050 -0.493645 0.055189
113.633333333 0.513423 -0.492484 0.051544
113.666666666 0.525589 -0.491226 0.047865
113.700000000 0.537546 -0.489873 0.044153
113.733333333 0.549287 -0.488423 0.040411
113.766666666 0.560809 -0.486878 0.036642
113.800000000 0.572107 -0.485237 0.032848
113.833333333 0.583175 -0.483501 0.029032
113.866666666 0.594011 -0.481670 0.025197
113.900000000 0.604608 -0.479745 0.021344
113.933333333 0.614964 -0.477726 0.017477
113.966666666 0.625074 -0.475613 0.013598
114.000000000 0.634934 -0.473407 0.009710
114.033333333 0.644540 -0.471108 0.005815
114.066666666 0.653888 -0.468717 0.001917
114.100000000 0.662975 -0.466234 -0.001983
114.133333333 0.671797 -0.463660 -0.005882
114.166666666 0.680349 -0.460994 -0.009776
114.200000000 0.688630 -0.458239 -0.013664
114.233333333 0.696635 -0.455393 -0.017543
114.266666666 0.704362 -0.452459 -0.021410
114.300000000 0.711806 -0.449435 -0.025262
114.333333333 0.718966 -0.446324 -0.029098
114.366666666 0.725839 -0.443125 -0.032913
114.400000000 0.732421 -0.439839 -0.036707
114.433333333 0.738710 -0.436467 -0.040475
114.466666666 0.744704 -0.433010 -0.044217
114.500000000 0.750400 -0.429467 -0.047928
114.533333333 0.755796 -0.425841 -0.051607
114.566666666 0.760889 -0.422131 -0.055251
114.600000000 0.765678 -0.418338 -0.058858
114.633333333 0.770161 -0.414463 -0.062425
114.666666666 0.774336 -0.410507 -0.065949
114.700000000 0.778201 -0.406471 -0.069429
114.733333333 0.781755 -0.402355 -0.072863
114.766666666 0.784996 -0.398160 -0.076247
114.800000000 0.787923 -0.393887 -0.079579
114.833333333 0.790535 -0.389536 -0.082858
114.866666666 0.792830 -0.385110 -0.086080
114.900000000 0.794809 -0.380608 -0.089245
114.933333333 0.796470 -0.376031 -0.092349
114.966666666 0.797812 -0.371381 -0.095391
115.000000000 0.798835 -0.366658 -0.098368
115.033333333 0.799538 -0.361863 -0.101278
115.066666666 0.799922 -0.356997 -0.104121
115.100000000 0.799986 -0.352061 -0.106893
115.133333333 0.799729 -0.347056 -0.109592
115.166666666 0.799153 -0.341983 -0.112218
115.200000000 0.798257 -0.336843 -0.114767
115.233333333 0.797042 -0.331637 -0.117240
115.266666666 0.795508 -0.326366 -0.119632
115.300000000 0.793656 -0.321031 -0.121944
115.333333333 0.791487 -0.315633 -0.124174
115.366666666 0.789000 -0.310174 -0.126320
115.400000000 0.786199 -0.304653 -0.128380
115.433333333 0.783083 -0.299073 -0.130353
115.466666666 0.779653 -0.293434 -0.132239
115.500000000 0.775912 -0.287738 -0.134035
115.533333333 0.771860 -0.281985 -0.135740
115.566666666 0.767500 -0.276177 -0.137354
115.600000000 0.762833 -0.270315 -0.138874
115.633333333 0.757860 -0.264400 -0.140301
115.666666666 0.752584 -0.258433 -0.141633
115.700000000 0.747008 -0.252415 -0.142870
115.733333333 0.741132 -0.246348 -0.144009
115.766666666 0.734961 -0.240233 -0.145052
115.800000000 0.728495 -0.234070 -0.145996
115.833333333 0.721737 -0.227862 -0.146842
115.866666666 0.714692 -0.221609 -0.147588
115.900000000 0.707360 -0.215313 -0.148235
115.933333333 0.699745 -0.208974 -0.148781
115.966666666 0.691850 -0.202594 -0.149227
116.000000000 0.683679 -0.196175 -0.149572
116.033333333 0.675234 -0.189717 -0.149816
116.066666666 0.666519 -0.183222 -0.149958
116.100000000 0.657538 -0.176692 -0.150000
116.133333333 0.648293 -0.170126 -0.149939
116.166666666 0.638790 -0.163527 -0.149778
116.200000000 0.629030 -0.156897 -0.149515
116.233333333 0.619019 -0.150235 -0.149151
116.266666666 0.608761 -0.143544 -0.148687
116.300000000 0.598259 -0.136825 -0.148122
116.333333333 0.587518 -0.130079 -0.147456
116.366666666 0.576541 -0.123307 -0.146691
116.399999999 0.565334 -0.116512 -0.145827
116.433333333 0.553901 -0.109693 -0.144865
116.466666666 0.542247 -0.102853 -0.143804
116.500000000 0.530375 -0.095993 -0.142646
116.533333333 0.518292 -0.089114 -0.141392
116.566666666 0.506001 -0.082218 -0.140042
116.600000000 0.493508 -0.075305 -0.138598
116.633333333 0.480817 -0.068378 -0.137059
116.666666666 0.467934 -0.061437 -0.135429
116.700000000 0.454864 -0.054484 -0.133706
116.733333333 0.441611 -0.047521 -0.131894
116.766666666 0.428183 -0.040548 -0.129992
116.800000000 0.414583 -0.033567 -0.128002
116.833333333 0.400817 -0.026580 -0.125926
116.866666666 0.386890 -0.019588 -0.123764
116.899999999 0.372810 -0.012591 -0.121519
116.933333333 0.358579 -0.005593 -0.119192
116.966666666 0.344206 0.001407 -0.116784
117.000000000 0.329695 0.008407 -0.114298
117.033333333 0.315052 0.015405 -0.111734
117.066666666 0.300283 0.022400 -0.109094
117.100000000 0.285393 0.029390 -0.106381
117.133333333 0.270390 0.036375 -0.103596
117.166666666 0.255279 0.043353 -0.100740
117.200000000 0.240065 0.050322 -0.097817
117.233333333 0.224755 0.057281 -0.094828
117.266666666 0.209356 0.064229 -0.091774
117.300000000 0.193873 0.071165 -0.088659
117.333333333 0.178312 0.078086 -0.085483
117.366666666 0.162680 0.084993 -0.082250
117.400000000 0.146983 0.091882 -0.078961
117.433333333 0.131227 0.098754 -0.075619
117.466666666 0.115418 0.105606 -0.072226
117.500000000 0.099564 0.112437 -0.068784
117.533333333 0.083669 0.119247 -0.065295
117.566666666 0.067741 0.126033 -0.061762
117.600000000 0.051786 0.132794 -0.058188
117.633333333 0.035810 0.139530 -0.054574
117.666666666 0.019820 0.146238 -0.050923
117.700000000 0.003822 0.152917 -0.047238
117.733333333 -0.012177 0.159567 -0.043521
117.766666666 -0.028172 0.166185 -0.039774
117.800000000 -0.044155 0.172770 -0.036001
117.833333333 -0.060121 0.179322 -0.032203
117.866666666 -0.076063 0.185838 -0.028383
117.900000000 -0.091974 0.192319 -0.024545
117.933333333 -0.107848 0.198761 -0.020689
117.966666666 -0.123680 0.205164 -0.016820
118.000000000 -0.139461 0.211528 -0.012939
118.033333333 -0.155187 0.217849 -0.009050
118.066666666 -0.170851 0.224129 -0.005155
118.100000000 -0.186447 0.230364 -0.001256
118.133333333 -0.201968 0.236554 0.002644
118.166666666 -0.217409 0.242697 0.006542
118.200000000 -0.232762 0.248793 0.010436
118.233333333 -0.248022 0.254841 0.014323
118.266666666 -0.263183 0.260838 0.018199
118.300000000 -0.278239 0.266784 0.022064
118.333333333 -0.293183 0.272678 0.025914
118.366666666 -0.308010 0.278519 0.029746
118.400000000 -0.322714 0.284305 0.033558
118.433333333 -0.337289 0.290035 0.037347
118.466666666 -0.351729 0.295708 0.041111
118.500000000 -0.366029 0.301324 0.044848
118.533333333 -0.380182 0.306880 0.048554
118.566666666 -0.394182 0.312376 0.052227
118.600000000 -0.408026 0.317811 0.055865
118.633333333 -0.421706 0.323184 0.059465
118.666666666 -0.435217 0.328493 0.063025
118.700000000 -0.448554 0.333738 0.066542
118.733333333 -0.461712 0.338918 0.070015
118.766666666 -0.474685 0.344031 0.073440
118.800000000 -0.487468 0.349077 0.076815
118.833333333 -0.500057 0.354054 0.080139
118.866666666 -0.512445 0.358962 0.083408
118.900000000 -0.524628 0.363799 0.086621
118.933333333 -0.536601 0.368565 0.089775
118.966666666 -0.548360 0.373259 0.092869
119.000000000 -0.559900 0.377880 0.095900
119.033333333 -0.571215 0.382427 0.098866
119.066666666 -0.582302 0.386899 0.101765
119.100000000 -0.593156 0.391295 0.104596
119.133333333 -0.603773 0.395614 0.107355
119.166666666 -0.614149 0.399856 0.110043
119.200000000 -0.624278 0.404019 0.112655
119.233333333 -0.634158 0.408103 0.115192
119.266666666 -0.643785 0.412108 0.117651
119.300000000 -0.653154 0.416031 0.120030
119.333333333 -0.662261 0.419873 0.122328
119.366666666 -0.671104 0.423632 0.124544
119.400000000 -0.679678 0.427309 0.126675
119.433333333 -0.687981 0.430902 0.128721
119.466666666 -0.696008 0.434410 0.130679
119.500000000 -0.703757 0.437833 0.132549
119.533333333 -0.711224 0.441171 0.134330
119.566666666 -0.718407 0.444422 0.136020
119.600000000 -0.725302 0.447585 0.137618
119.633333333 -0.731908 0.450662 0.139123
119.666666666 -0.738220 0.453649 0.140534
119.700000000 -0.744238 0.456548 0.141850
119.733333333 -0.749957 0.459358 0.143070
119.766666666 -0.755377 0.462077 0.144193
119.800000000 -0.760495 0.464706 0.145219
119.833333333 -0.765308 0.467243 0.146146
119.866666666 -0.769815 0.469690 0.146975
119.900000000 -0.774015 0.472044 0.147705
119.933333333 -0.777904 0.474305 0.148334
119.966666666 -0.781483 0.476474 0.148864
120.000000000 -0.784749 0.478549 0.149292
120.033333333 -0.787701 0.480530 0.149620
120.066666666 -0.790338 0.482417 0.149847
120.100000000 -0.792659 0.484210 0.149972
120.133333333 -0.794663 0.485908 0.149996
120.166666666 -0.796349 0.487510 0.149919
120.200000000 -0.797716 0.489017 0.149740
120.233333333 -0.798765 0.490428 0.149461
120.266666666 -0.799494 0.491743 0.149080
120.300000000 -0.799903 0.492962 0.148598
120.333333333 -0.799992 0.494084 0.148016
120.366666666 -0.799761 0.495109 0.147334
120.400000000 -0.799211 0.496037 0.146552
120.433333333 -0.798340 0.496868 0.145671
120.466666666 -0.797151 0.497602 0.144692
120.500000000 -0.795642 0.498238 0.143614
120.533333333 -0.793815 0.498776 0.142440
120.566666666 -0.791671 0.499217 0.141170
120.600000000 -0.789210 0.499559 0.139804
120.633333333 -0.786433 0.499804 0.138343
120.666666666 -0.783342 0.499951 0.136790
120.700000000 -0.779938 0.500000 0.135143
120.733333333 -0.776221 0.499951 0.133405
120.766666666 -0.772194 0.499804 0.131577
120.800000000 -0.767858 0.499559 0.129661
120.833333333 -0.763215 0.499216 0.127656
120.866666666 -0.758267 0.498775 0.125565
120.900000000 -0.753016 0.498236 0.123390
120.933333333 -0.747463 0.497600 0.121130
120.966666666 -0.741611 0.496866 0.118789
121.000000000 -0.735463 0.496035 0.116368
121.033333333 -0.729020 0.495107 0.113868
121.066666666 -0.722286 0.494081 0.111291
121.100000000 -0.715263 0.492959 0.108639
121.133333333 -0.707954 0.491740 0.105914
121.166666666 -0.700362 0.490425 0.103117
121.200000000 -0.692489 0.489014 0.100250
121.233333333 -0.684340 0.487506 0.097315
121.266666666 -0.675917 0.485904 0.094315
